#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load,15194521599
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,used_mem_mb_min,72
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,used_mem_mb_max,6005
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,main_gc_count,122
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,main_gc_time_ms,19725
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,transaction,51937542143
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load_gc_time_ms,1858
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,read_ops,24002411
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,read_lat,10068.655128228576
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,init,1665933311
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,load_gc_count,24
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,cleanup,377470975
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,insert_ops,1000000
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,insert_lat,90901.160847
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,update_ops,23997589
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r4,update_lat,12932.88847892178
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,runtime,70843
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,throughput,691670.3132278419
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,total_gc_time_%,31.315726324407496
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,load,15197601791
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,used_mem_mb_min,70
1,1000000,10,100,48000000,16,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,used_mem_mb_max,6443
